"","species","labels"
"9281","Faramea cuspidata","LC"
"9284","Geissanthus cogolloi","LC"
"9285","Guatteria goudotiana","LC"
"9286","Guatteria pacifica","LC"
"9287","Guettarda ocoteifolia","EN"
"9288","Hampea albipetala","LC"
"9290","Ladenbergia obovata","NT"
"9291","Meliosma antioquiensis","EN"
"9292","Meliosma occidentalis","LC"
"9293","Miconia bractiflora","LC"
"9294","Naucleopsis capirensis","LC"
"9295","Ocotea smithiana","LC"
"9296","Oreopanax confusus","LC"
"9297","Oreopanax diguensis","LC"
"9299","Palicourea garcioides","LC"
"9300","Panopsis antioquensis","NT"
"9301","Panopsis mucronata","LC"
"9302","Pentagonia costaricensis","LC"
"9305","Phyllanthus callejasii","LC"
"9307","Prunus megacarpa","NT"
"9308","Psychotria gentryi","LC"
"9309","Rhodostemonodaphne frontinensis","VU"
"9310","Saurauia chocoensis","VU"
"9313","Senna dariensis","LC"
"9314","Siparuna conica","LC"
"9318","Wettinia castanea","NT"
"9319","Cinchona antioquiae","LC"
"9320","Clusia palmana","LC"
"9321","Cybianthus montanus","NT"
"9322","Dussia macroprophyllata","LC"
"9323","Elaeagia alterniramosa","NT"
"9327","Geissanthus occidentalis","LC"
"9328","Inga leonis","LC"
"9331","Meriania tuberculata","NT"
"9332","Miconia grandiflora","LC"
"9333","Miconia quintuplinervia","LC"
"9334","Ocotea beekmanii","LC"
"9335","Ocotea rufa","LC"
"9336","Palicourea calycina","VU"
"9337","Panopsis yolombo","LC"
"9340","Vochysia megalantha","LC"
"9341","Abarema racemiflora","LC"
"9343","Blakea superba","VU"
"9346","Chrysochlamys cuneata","LC"
"9349","Clusia polyandra","EN"
"9350","Clusia polystigma","VU"
"9351","Clusia tetragona","LC"
"9353","Freziera jaramilloi","LC"
"9354","Haydenoxylon gentryi","LC"
"9355","Hedyosmum pungens","LC"
"9356","Ilex gabinetensis","LC"
"9357","Magnolia chocoensis","EN"
"9358","Magnolia mahechae","EN"
"9359","Mayna pubescens","EN"
"9360","Meriania quintuplinervis","LC"
"9363","Palicourea lehmannii","LC"
"9367","Perrottetia maxima","VU"
"9368","Saurauia chiliantha","LC"
"9375","Allomaieta hirsuta","VU"
"9376","Allomaieta villosa","NT"
"9377","Arachnothryx colombiana","LC"
"9378","Blakea quadrangularis","LC"
"9380","Critoniopsis popayanensis","VU"
"9381","Magnolia espinalii","CR"
"9382","Matudaea colombiana","LC"
"9384","Miconia plena","LC"
"9387","Viburnum axillare","EN"
"9388","Aiouea dubia","LC"
"9389","Allophylus goudotii","NT"
"9390","Brunellia occidentalis","VU"
"9391","Ceroxylon alpinum","EN"
"9392","Ceroxylon quindiuense","VU"
"9393","Cyathea corallifera","NT"
"9394","Licaria applanata","LC"
"9395","Magnolia jardinensis","CR"
"9396","Magnolia yarumalensis","EN"
"9397","Palicourea ovalis","LC"
"9398","Cecropia mutisiana","LC"
"9399","Oreopanax cecropifolius","LC"
"9401","Aiphanes duquei","VU"
"9402","Citharexylum vallense","EN"
"9403","Dendropanax glaberrimus","CR"
"9404","Dendropanax lehmannii","VU"
"9405","Elaeagia barbata","CR"
"9406","Geonoma congesta","LC"
"9407","Hirtella enneandra","EN"
"9408","Psychotria areolata","NT"
"9409","Rudgea vallis","VU"
"9410","Vochysia duquei","LC"
"9411","Zanthoxylum harrisii","VU"
"9414","Blakea brachyura","LC"
"9416","Carapa megistocarpa","EN"
"9423","Grias purpuripetala","LC"
"9425","Meriania acostae","EN"
"9427","Ocotea magnifrons","VU"
"9428","Palicourea asplundii","VU"
"9432","Psychotria chiriquina","LC"
"9435","Tibouchina gleasoniana","VU"
"9436","Vasconcellea pulchra","NT"
"9438","Aiphanes linearis","LC"
"9439","Axinaea macrophylla","LC"
"9440","Citronella costaricensis","LC"
"9442","Clusia elliptica","LC"
"9446","Hedyosmum colombianum","LC"
"9447","Miconia stipularis","LC"
"9450","Psychotria fortuita","LC"
"9454","Abarema lehmannii","LC"
"9455","Aegiphila cuatrecasasii","LC"
"9456","Aegiphila novogranatensis","LC"
"9459","Blakea discolor","VU"
"9460","Brunellia acostae","VU"
"9461","Cecropia plicata","LC"
"9463","Cordia bogotensis","LC"
"9464","Cordia dwyeri","LC"
"9465","Freziera sessiliflora","LC"
"9466","Geissanthus betancurii","LC"
"9467","Graffenrieda micrantha","LC"
"9469","Hedyosmum bonplandianum","LC"
"9470","Ilex chiriquensis","LC"
"9471","Ilex micrantha","LC"
"9472","Magnolia urraoensis","EN"
"9473","Oreopanax albanensis","LC"
"9475","Palicourea standleyana","LC"
"9478","Perymenium colombianum","EN"
"9480","Saurauia parviflora","LC"
"9481","Saurauia strigillosa","NT"
"9482","Symplocos rhomboidea","EN"
"9484","Wettinia disticha","LC"
"9486","Hieronyma huilensis","LC"
"9487","Ilex kunthiana","LC"
"9488","Ilex pernervata","LC"
"9491","Saurauia stapfiana","LC"
"9492","Symplococarpon purpusii","LC"
"9493","Symplocos mucronata","LC"
"9496","Vismia jefensis","LC"
"9497","Weinmannia rollottii","LC"
"9500","Brunellia foreroi","LC"
"9501","Critoniopsis pallida","LC"
"9503","Meriania silverstonei","LC"
"9505","Styrax peruvianus","LC"
"9508","Wettinia lanata","LC"
"9511","Meriania heptamera","LC"
"9513","Ormosia antioquensis","NT"
"9515","Saurauia choriophylla","LC"
"9518","Aegiphila ferruginea","LC"
"9521","Geissanthus callejasii","EN"
"9522","Meriania nobilis","LC"
"9523","Miconia codonostigma","NT"
"9525","Myrcia antioquensis","EN"
"9526","Saurauia bullosa","LC"
"9527","Solanum venosum","LC"
"9528","Aequatorium jamesonii","VU"
"9529","Aequatorium verrucosum","LC"
"9530","Freziera longipes","LC"
"9531","Ilex uniflora","EN"
"9532","Saurauia schultesiana","LC"
"9533","Aequatorium latibracteolatum","EN"
"9534","Brunellia latifolia","EN"
"9536","Elaeagia cuatrecasasii","LC"
"9538","Ilex spinulosa","LC"
"9539","Miconia acuminifera","LC"
"9543","Oreopanax seemannianus","LC"
"9544","Perrottetia colorata","CR"
"9547","Ocotea fistulosa","EN"
"9548","Palicourea holmgrenii","NT"
"9549","Bejaria resinosa","LC"
"9554","Espeletia frontinoensis","LC"
"9555","Gynoxys florulenta","VU"
"9556","Hedyosmum translucidum","LC"
"9558","Miconia wurdackii","LC"
"9560","Symplocos rigidissima","LC"
"9563","Aegiphila bogotensis","LC"
"9564","Brunellia penderiscana","LC"
"9566","Cybianthus laurifolius","LC"
"9567","Gynoxys hirsuta","VU"
"9571","Miconia laetivirens","LC"
"9572","Palicourea antioquiana","VU"
"9573","Palicourea zarucchii","LC"
"9577","Freziera arbutifolia","LC"
"9579","Oreopanax ruizanus","EN"
"9580","Brunellia propinqua","LC"
"9582","Hedyosmum steinii","VU"
"9583","Tibouchina paleacea","VU"
"9584","Buddleja pichinchensis","VU"
"9585","Grosvenoria rimbachii","VU"
"9586","Gynoxys hallii","LC"
"9588","Ardisia foetida","LC"
"9589","Bunchosia glandulifera","LC"
"9591","Esenbeckia alata","EN"
"9592","Randia aculeata","LC"
"9593","Solanum hazenii","LC"
"9594","Spondias purpurea","LC"
"9596","Tabebuia rosea","LC"
"9597","Triplaris melaenodendron","LC"
"9598","Casearia arguta","LC"
"9599","Pseudopiptadenia colombiana","CR"
"9600","Senna robiniifolia","LC"
"9601","Eugenia acapulcensis","LC"
"9602","Zanthoxylum setulosum","LC"
"9604","Erythroxylum haughtii","LC"
"9605","Rochefortia spinosa","LC"
"9606","Trichilia moschata","LC"
"9607","Colubrina arborescens","LC"
"9608","Psychotria grandis","LC"
"9609","Arachnothryx discolor","NT"
"9611","Bauhinia picta","LC"
"9612","Chrysophyllum mexicanum","LC"
"9613","Clusia venulosa","LC"
"9615","Dussia martinicensis","LC"
"9616","Eugenia venezuelensis","LC"
"9618","Garcinia magnifolia","LC"
"9619","Goethalsia meiantha","LC"
"9622","Jacaranda hesperia","LC"
"9623","Lacmellea panamensis","LC"
"9624","Miconia lonchophylla","LC"
"9625","Ocotea macrophylla","LC"
"9627","Pogonopus exsertus","LC"
"9629","Rourea antioquensis","EN"
"9632","Unonopsis megalophylla","VU"
"9633","Zapoteca tetragona","LC"
"9634","Aegiphila quinduensis","LC"
"9635","Annona cherimolioides","LC"
"9637","Clusia diguensis","CR"
"9640","Miconia coronata","LC"
"9643","Senna caudata","NT"
"9645","Zanthoxylum lenticulare","LC"
"9646","Annona squamosa","LC"
"9647","Swartzia robiniifolia","EN"
"9648","Annona rensoniana","LC"
"9651","Picramnia sphaerocarpa","LC"
"9652","Protium macrophyllum","LC"
"9654","Machaerium capote","LC"
"9655","Browneopsis sanintiae","CR"
"9656","Coussarea garciae","LC"
"9658","Matisia carderi","CR"
"9659","Miconia cionotricha","LC"
"9660","Ocotea veraguensis","LC"
"9662","Parathesis fusca","LC"
"9664","Perrottetia simplicissima","LC"
"9666","Quararibea foenigraeca","VU"
"9668","Siparuna gesnerioides","LC"
"9669","Solanum barbulatum","LC"
"9670","Steiractinia helianthoides","LC"
"9673","Brunellia velutina","VU"
"9674","Cephalotomandra fragrans","EN"
"9676","Garcinia pulvinata","CR"
"9677","Guettarda rusbyi","LC"
"9678","Magnolia cespedesii","CR"
"9680","Passiflora sphaerocarpa","LC"
"9687","Persea povedae","LC"
"9688","Posoqueria platysiphonia","NT"
"9689","Tabernaemontana litoralis","LC"
"9690","Ormosia revoluta","VU"
"9692","Citronella silvatica","VU"
"9693","Couepia nutans","LC"
"9695","Ilex bullata","CR"
"9696","Inga manabiensis","LC"
"9697","Banara ulmifolia","LC"
"9698","Ceroxylon sasaimae","CR"
"9699","Clusia bernardoi","LC"
"9701","Cordia fuertesii","EN"
"9702","Inga samanensis","LC"
"9703","Meriania albertiae","VU"
"9704","Oreopanax acerifolius","EN"
"9705","Ormosia tovarensis","LC"
"9709","Saurauia arnoldii","LC"
"9712","Xylosma rubicunda","LC"
"9713","Abarema callejasii","NT"
"9715","Allomaieta strigosa","NT"
"9718","Brunfelsia australis","LC"
"9719","Cecropia multisecta","EN"
"9720","Clusia volubilis","VU"
"9721","Conostegia extinctoria","EN"
"9723","Magnolia coronata","CR"
"9724","Oreopanax brunneus","VU"
"9725","Persea chrysophylla","VU"
"9729","Psidium pedicellatum","LC"
"9731","Saurauia lehmannii","NT"
"9734","Blakea holtonii","LC"
"9736","Blakea squamigera","EN"
"9737","Clusia triflora","LC"
"9738","Cordia protracta","EN"
"9740","Freziera sericea","EN"
"9741","Geissanthus bogotensis","LC"
"9742","Guatteria crassipes","LC"
"9743","Ilex pustulosa","EN"
"9744","Inga micheliana","LC"
"9745","Magnolia guatapensis","EN"
"9746","Miconia cundinamarcensis","LC"
"9748","Pachira subandina","EN"
"9749","Palicourea denslowiae","EN"
"9751","Perrottetia multiflora","LC"
"9756","Symplocos phaeoneura","VU"
"9757","Tessmannianthus quadridomius","LC"
"9758","Aegiphila grandis","LC"
"9759","Clusia lehmannii","CR"
"9763","Faramea jasminoides","LC"
"9764","Ficus popayanensis","LC"
"9765","Freziera candicans","LC"
"9766","Inga barbourii","LC"
"9767","Meriania macrophylla","LC"
"9770","Myrcia popayanensis","LC"
"9771","Solanum oblongifolium","LC"
"9772","Bejaria mathewsii","LC"
"9774","Chrysochlamys goudotii","EN"
"9776","Meriania barbosae","EN"
"9778","Oreopanax pallidus","NT"
"9779","Verbesina arborea","LC"
"9780","Ampelocera albertiae","EN"
"9781","Brunellia goudotii","LC"
"9783","Miconia dolichopoda","LC"
"9785","Oreopanax parviflorus","LC"
"9786","Roupala pachypoda","LC"
"9788","Coussapoa tolimensis","EN"
"9789","Hedyosmum cumbalense","LC"
"9794","Magnolia gilbertoi","EN"
"9795","Magnolia wolfii","CR"
"9798","Ocotea cuatrecasasii","CR"
"9799","Ocotea micans","LC"
"9800","Rudgea sanmartensis","NT"
"9809","Daphnopsis anomala","EN"
"9811","Licaria colombiana","LC"
"9812","Meliosma bogotana","VU"
"9815","Ocotea multinervis","LC"
"9816","Ocotea pedicellata","VU"
"9817","Persea hexanthera","LC"
"9818","Rhodostemonodaphne laxa","LC"
"9821","Viburnum antioquiense","EN"
"9822","Saurauia micayensis","VU"
"9826","Miconia glaberrima","LC"
"9827","Miconia majalis","VU"
"9828","Saurauia pulchra","VU"
"9829","Viburnum lehmannii","VU"
"9830","Zanthoxylum limoncello","LC"
"9831","Clusia nervosa","CR"
"9834","Guarea corrugata","LC"
"9835","Inga ursi","NT"
"9836","Meriania splendens","LC"
"9837","Miconia ingens","NT"
"9839","Palicourea killipii","VU"
"9843","Vasconcellea longiflora","LC"
"9849","Piper bogotense","LC"
"9850","Critoniopsis lindenii","LC"
"9852","Ilex danielis","LC"
"9854","Magnolia polyhypsophylla","CR"
"9856","Miconia pergamentacea","LC"
"9858","Blakea princeps","NT"
"9859","Brunellia amayensis","CR"
"9862","Cordia killipiana","EN"
"9863","Croton aristophlebius","EN"
"9864","Geissanthus kalbreyeri","VU"
"9866","Hieronyma antioquensis","LC"
"9868","Meriania antioquiensis","VU"
"9869","Myrcianthes orthostemon","LC"
"9870","Symplocos lehmannii","EN"
"9871","Aegiphila ternifolia","LC"
"9872","Brunellia boqueronensis","VU"
"9873","Brunellia subsessilis","VU"
"9875","Persea mutisii","LC"
"9877","Solanum hypaleurotrichum","LC"
"9879","Aegiphila pennellii","VU"
"9880","Hieronyma rufa","NT"
"9881","Meliosma lindae","CR"
"9883","Stephanopodium aptotum","LC"
"9885","Axinaea colombiana","LC"
"9887","Critoniopsis ursicola","EN"
"9888","Faramea coerulescens","LC"
"9889","Meriania arborea","NT"
"9894","Sessea corymbiflora","LC"
"9896","Critoniopsis bitriflora","LC"
"9900","Aegiphila monticola","EN"
"9901","Axinaea costaricensis","LC"
"9905","Killipia imbricata","LC"
"9906","Meliosma cundinamarcensis","VU"
"9908","Weinmannia anisophylla","LC"
"9910","Oreopanax tolimanus","LC"
"9912","Freziera suberosa","VU"
"9913","Geissanthus goudotianus","EN"
"9914","Hasseltia guatemalensis","LC"
"9915","Meliosma glossophylla","VU"
"9916","Ocotea brevipetiolata","VU"
"9919","Ocotea umbrina","EN"
"9921","Prunus falcata","LC"
"9924","Brunellia farallonensis","LC"
"9925","Brunellia glabra","LC"
"9926","Dendropanax pachypodus","EN"
"9927","Freziera echinata","LC"
"9928","Gynoxys columbiana","EN"
"9930","Meliosma caucana","CR"
"9931","Meriania yalconensis","NT"
"9936","Weinmannia karsteniana","NT"
"9937","Weinmannia tolimensis","VU"
"9939","Brunellia cayambensis","VU"
"9943","Oreopanax integrifolius","LC"
"9944","Sloanea huilaeana","CR"
"9946","Weinmannia parvifoliolata","EN"
"9947","Aegiphila odontophylla","LC"
"9948","Brunellia elliptica","LC"
"9956","Miconia desmantha","LC"
"9957","Siparuna mutisii","LC"
"9960","Brunellia pallida","VU"
"9961","Cordia ramirezii","CR"
"9962","Dendrophorbium balsapampae","EN"
"9963","Miconia poecilantha","LC"
"9964","Ocotea sericea","LC"
"9965","Panopsis ferruginea","LC"
"9967","Berberis tabiensis","VU"
"9970","Bucquetia glutinosa","LC"
"9971","Alfaroa williamsii","LC"
"9974","Euplassa duquei","VU"
"9975","Palicourea quadrilateralis","LC"
"9976","Inga insignis","LC"
"9981","Clusia chusqueae","VU"
"9983","Brunellia putumayensis","NT"
"9986","Saracha quitensis","LC"
"9987","Solanum stenophyllum","LC"
"9988","Weinmannia kunthiana","LC"
"9990","Weinmannia lopezana","LC"
"9993","Brunellia pitayensis","LC"
"9997","Gynoxys laurata","EN"
"10000","Llerasia caucana","VU"
"10003","Axinaea quitensis","NT"
"10004","Clethra ovalifolia","LC"
"10011","Ilex cuzcoana","LC"
"10013","Clusia hachensis","VU"
"10015","Espeletia hartwegiana","LC"
"10016","Oreopanax discolor","LC"
"10017","Oreopanax glabrifolius","LC"
"10018","Psychotria gallerana","VU"
"10021","Espeletia pycnophylla","LC"
"10023","Meriania mutabilis","VU"
"10024","Miconia biappendiculata","LC"
"10025","Myrsine perreticulata","CR"
"10026","Oreopanax ellsworthii","LC"
"10031","Brunellia stuebelii","EN"
"10035","Gynoxys trianae","LC"
"10040","Weinmannia chryseis","LC"
"10049","Aegiphila laeta","LC"
"10050","Bunchosia hartwegiana","LC"
"10051","Cynophalla verrucosa","LC"
"10052","Gyrocarpus americanus","LC"
"10053","Pachira sessilis","LC"
"10056","Wigandia urens","LC"
"10057","Malpighia glabra","LC"
"10058","Pithecellobium lanceolatum","LC"
"10059","Schmardaea microphylla","VU"
"10061","Schaefferia frutescens","LC"
"10064","Trichilia havanensis","LC"
"10065","Vitex gigantea","LC"
"10067","Zanthoxylum gentryi","VU"
"10068","Ampelocera macphersonii","LC"
"10069","Ouratea lucens","LC"
"10070","Porcelia venezuelensis","LC"
"10071","Citharexylum caudatum","LC"
"10072","Croton rivinifolius","EN"
"10074","Bursera graveolens","LC"
"10076","Cnidoscolus aconitifolius","LC"
"10079","Quadrella indica","LC"
"10080","Acanthocereus tetragonus","LC"
"10084","Casearia praecox","LC"
"10085","Cordia lutea","LC"
"10087","Erythroxylum oxycarpum","LC"
"10088","Haematoxylum brasiletto","LC"
"10090","Parkinsonia aculeata","LC"
"10091","Pereskia guamacho","LC"
"10092","Prockia flava","LC"
"10095","Stenocereus griseus","LC"
"10097","Roseodendron chryseum","NT"
"10099","Bunchosia odorata","LC"
"10100","Calliandra tolimensis","NT"
"10106","Manihot carthagenensis","LC"
"10107","Vachellia flexuosa","LC"
"10109","Caesalpinia cassioides","LC"
"10110","Pilosocereus lanuginosus","LC"
"10111","Geoffroea spinosa","LC"
"10114","Mimosa quitensis","LC"
"10115","Clusia congestiflora","LC"
"10118","Browningia hernandezii","EN"
"10122","Critoniopsis glandulata","VU"
"10136","Ilex gale","EN"
"10138","Magnolia caricifragrans","EN"
"10139","Meriania candollei","LC"
"10140","Neosprucea sararensis","EN"
"10142","Ocotea karsteniana","LC"
"10144","Pachira pulchra","EN"
"10145","Persea bernardii","LC"
"10146","Rhodostemonodaphne velutina","CR"
"10147","Viburnum subsessile","EN"
"10148","Weinmannia tomentosa","LC"
"10149","Wettinia microcarpa","VU"
"10150","Clavija killipii","EN"
"10151","Clusia celiae","LC"
"10152","Clusia eugenioides","LC"
"10153","Cojoba rufescens","LC"
"10154","Coussarea insolita","EN"
"10156","Graffenrieda maklenkensis","EN"
"10157","Inga coragypsea","EN"
"10158","Magnolia arcabucoana","EN"
"10159","Magnolia santanderiana","EN"
"10160","Meriania arizae","EN"
"10161","Metteniusa santanderensis","CR"
"10162","Pachira mutisiana","EN"
"10169","Siparuna lozaniana","VU"
"10171","Spirotheca mahechae","CR"
"10173","Vasconcellea sphaerocarpa","VU"
"10175","Viburnum suratense","EN"
"10176","Ardisia killipii","CR"
"10177","Clusia cundinamarcensis","VU"
"10180","Quararibea ruiziana","CR"
"10182","Licania subrotundata","LC"
"10183","Espeletia uribei","LC"
"10184","Ruagea tomentosa","LC"
"10190","Mauria obtusifolia","EN"
"10192","Phragmotheca mambitana","CR"
"10194","Ardisia sapida","NT"
"10195","Brunellia racemifera","EN"
"10196","Eschweilera bogotensis","VU"
"10198","Maytenus laxiflora","LC"
"10199","Metteniusa cundinamarcensis","CR"
"10200","Myrcia hernandezii","CR"
"10202","Zygia hernandezii","CR"
"10205","Chrysochlamys alterninervia","LC"
"10206","Croton sibundoyensis","EN"
"10208","Magnolia colombiana","CR"
"10209","Magnolia henaoi","EN"
"10210","Metteniusa huilensis","VU"
"10211","Perrottetia guacharana","EN"
"10213","Cestrum killipii","CR"
"10218","Magnolia cararensis","CR"
"10219","Oreopanax hypargyreus","CR"
"10225","Saurauia oroquensis","CR"
"10228","Tamania chardonii","EN"
"10229","Ageratina latipes","NT"
"10231","Chalybea corymbifera","EN"
"10232","Escallonia discolor","NT"
"10233","Ilex velutinulosa","CR"
"10234","Magnolia georgii","EN"
"10235","Oreopanax cyclophyllus","CR"
"10236","Oreopanax santanderianus","LC"
"10237","Oreopanax velutinus","CR"
"10238","Panopsis lozanoi","LC"
"10239","Paragynoxys uribei","VU"
"10240","Roupala pseudocordata","LC"
"10243","Lessingianthus yariguiensis","LC"
"10244","Magnolia virolinensis","CR"
"10245","Critoniopsis cinerea","CR"
"10246","Critoniopsis cuatrecasasii","CR"
"10249","Weinmannia macrophylla","LC"
"10250","Chalybea macrocarpa","EN"
"10251","Croton boavitanus","CR"
"10253","Oreopanax sectifolius","LC"
"10254","Piptocarpha boyacensis","EN"
"10255","Clusia octopetala","LC"
"10256","Critoniopsis uribei","CR"
"10257","Ficus tequendamae","EN"
"10258","Matisia lozanoi","LC"
"10261","Clusia tequendamae","CR"
"10263","Croton coriaceus","VU"
"10264","Gynoxys hirsutissima","CR"
"10265","Meriania colombiana","EN"
"10266","Meriania mutisii","NT"
"10267","Meriania versicolor","EN"
"10268","Miconia plethorica","LC"
"10269","Ocotea stuebelii","EN"
"10270","Psychotria altiplanensis","EN"
"10271","Sloanea helianthoides","CR"
"10275","Oreopanax mutisianus","LC"
"10276","Brunellia rufa","CR"
"10277","Chalybea penduliflora","LC"
"10280","Croton cupreatus","VU"
"10281","Aiphanes pilaris","CR"
"10283","Chrysophyllum lanatum","EN"
"10284","Critoniopsis franciscana","CR"
"10285","Elaeagia multinervia","LC"
"10288","Oreopanax niger","CR"
"10289","Zanthoxylum brisasanum","EN"
"10290","Erythroxylum riverae","CR"
"10295","Ilex elliptica","LC"
